# Gene Family	dlab_reads_ALL_Abundance-CPM	mcav_reads_ALL_Abundance-CPM	ofav_reads_ALL_Abundance-CPM	pstr_reads_ALL_Abundance-CPM
RXN-8975: (expasy) Phospho-N-acetylmuramoyl-pentapeptide-transferase [2.7.8.13]|unclassified	1.5270849400000002	1.0665295	0.0	0.036819
RXN-8976: (expasy) acetylglucosaminyltransferase [2.4.1.227]	0.2598517	0.088549	0.0	0.299215
RXN-8976: (expasy) acetylglucosaminyltransferase [2.4.1.227]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00864306	0.0294648	0.0	0.0451177
RXN-8976: (expasy) acetylglucosaminyltransferase [2.4.1.227]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.148846	0.0590842	0.0	0.254097
RXN-8976: (expasy) acetylglucosaminyltransferase [2.4.1.227]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0606853	0.0	0.0	0.0
RXN-8976: (expasy) acetylglucosaminyltransferase [2.4.1.227]|unclassified	0.0416774	0.0	0.0	0.0
RXN-8992: (expasy) All-trans-octaprenyl-diphosphate synthase [2.5.1.90]	0.2129103	0.0	0.0	0.0
RXN-8992: (expasy) All-trans-octaprenyl-diphosphate synthase [2.5.1.90]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0997713	0.0	0.0	0.0
RXN-8992: (expasy) All-trans-octaprenyl-diphosphate synthase [2.5.1.90]|unclassified	0.113139	0.0	0.0	0.0
RXN-8999: (expasy) diphosphate specific) [2.5.1.31]	0.1220697	0.0	0.0	0.0
RXN-8999: (expasy) diphosphate specific) [2.5.1.31]|g__Alteromonas.s__Alteromonas_macleodii	0.0585131	0.0	0.0	0.0
RXN-8999: (expasy) diphosphate specific) [2.5.1.31]|unclassified	0.0635566	0.0	0.0	0.0
RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25]	0.1093702	0.0	0.0	0.330484
RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0209964	0.0	0.0	0.0293483
RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0598462	0.0	0.0	0.223565
RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|unclassified	0.0285276	0.0	0.0	0.0775707
RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1]	0.2718925	0.40530639999999996	0.0	0.3809874
RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Alteromonas.s__Alteromonas_macleodii	0.0300944	0.0	0.0	0.0
RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0146969	0.0	0.0	0.0344851
RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0946641	0.0	0.0	0.195711
RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	0.13243709999999997	0.40530639999999996	0.0	0.1507914
RXN-9031: (expasy) Trans-2,3-dihydro-3-hydroxyanthranilate isomerase [5.3.3.17]	0.0281567	0.0	0.0	0.0
RXN-9031: (expasy) Trans-2,3-dihydro-3-hydroxyanthranilate isomerase [5.3.3.17]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0281567	0.0	0.0	0.0
RXN-9048: (expasy) Laccase [1.10.3.2]	0.0353069	0.0	0.0	0.0
RXN-9048: (expasy) Laccase [1.10.3.2]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0353069	0.0	0.0	0.0
RXN-9051: (expasy) Laccase [1.10.3.2]	0.0353069	0.0	0.0	0.0
RXN-9051: (expasy) Laccase [1.10.3.2]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0353069	0.0	0.0	0.0
RXN-9087: (expasy) Acrylyl-CoA reductase (NADPH) [1.3.1.84]	0.284948	0.0	0.0	0.0915098
RXN-9087: (expasy) Acrylyl-CoA reductase (NADPH) [1.3.1.84]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.107571	0.0	0.0	0.0
RXN-9087: (expasy) Acrylyl-CoA reductase (NADPH) [1.3.1.84]|unclassified	0.177377	0.0	0.0	0.0915098
RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2]	0.598201	1.5130667	0.0	0.274336
RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2]|g__Alteromonas.s__Alteromonas_macleodii	0.023909	0.0	0.0	0.0
RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00843133	0.0	0.0	0.057246
RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0321861	0.0	0.0	0.0512788
RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.1431848	0.0	0.0	0.0
RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2]|unclassified	0.3904895	1.5130667	0.0	0.165811
RXN-9190: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	0.0274083	0.0	0.0	0.0
RXN-9190: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|g__Bacillus.s__Bacillus_hisashii	0.0274083	0.0	0.0	0.0
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	0.7801241099999999	0.3945369	0.0773645	0.247968
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Alteromonas.s__Alteromonas_macleodii	0.049891	0.0	0.0	0.0
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00850426	0.0229371	0.0	0.0625101
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.134785	0.0452795	0.0	0.185457
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0964361	0.0	0.0
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2076582	0.0	0.0	0.0
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	0.3792849099999999	0.22988419999999998	0.0773645	0.0
RXN-9204: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	0.0274083	0.0	0.0	0.0
RXN-9204: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|g__Bacillus.s__Bacillus_hisashii	0.0274083	0.0	0.0	0.0
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	0.7801241099999999	0.3945369	0.0773645	0.247968
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Alteromonas.s__Alteromonas_macleodii	0.049891	0.0	0.0	0.0
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00850426	0.0229371	0.0	0.0625101
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.134785	0.0452795	0.0	0.185457
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0964361	0.0	0.0
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2076582	0.0	0.0	0.0
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	0.3792849099999999	0.22988419999999998	0.0773645	0.0
RXN-9217: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	0.0274083	0.0	0.0	0.0
RXN-9217: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|g__Bacillus.s__Bacillus_hisashii	0.0274083	0.0	0.0	0.0
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	0.7801241099999999	0.3945369	0.0773645	0.247968
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Alteromonas.s__Alteromonas_macleodii	0.049891	0.0	0.0	0.0
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00850426	0.0229371	0.0	0.0625101
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.134785	0.0452795	0.0	0.185457
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0964361	0.0	0.0
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2076582	0.0	0.0	0.0
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	0.3792849099999999	0.22988419999999998	0.0773645	0.0
RXN-9223: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]	0.0127523	0.1626764	0.342513	0.0
RXN-9223: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]|unclassified	0.0127523	0.1626764	0.342513	0.0
RXN-9225: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]	0.25675169999999997	0.297599	0.0	0.124184
RXN-9225: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Alteromonas.s__Alteromonas_macleodii	0.0457555	0.07581	0.0	0.0
RXN-9225: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00851103	0.0221761	0.0	0.0375281
RXN-9225: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0353402	0.0919444	0.0	0.086656
RXN-9225: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0461001	0.0	0.0
RXN-9225: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.11676210000000001	0.0	0.0	0.0
RXN-9225: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|unclassified	0.0503828	0.0615679	0.0	0.0
RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]	0.4289845	0.16465269999999999	0.0	0.247968
RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]|g__Alteromonas.s__Alteromonas_macleodii	0.049891	0.0	0.0	0.0
RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00850426	0.0229371	0.0	0.0625101
RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.134785	0.0452795	0.0	0.185457
RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0964361	0.0	0.0
RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0739211	0.0	0.0	0.0
RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]|unclassified	0.1618824	0.0	0.0	0.0
RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64]	0.5968242999999999	0.297599	0.0	0.306223
RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64]|g__Alteromonas.s__Alteromonas_macleodii	0.0457555	0.07581	0.0	0.0
RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00851103	0.0221761	0.0	0.0375281
RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0353402	0.0919444	0.0	0.086656
RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0461001	0.0	0.0
RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0991327	0.0	0.0	0.0
RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64]|unclassified	0.4080848	0.0615679	0.0	0.182039
RXN-9231: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]	0.0127523	0.1626764	0.342513	0.0
RXN-9231: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]|unclassified	0.0127523	0.1626764	0.342513	0.0
RXN-9233: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]	0.25675169999999997	0.297599	0.0	0.124184
RXN-9233: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Alteromonas.s__Alteromonas_macleodii	0.0457555	0.07581	0.0	0.0
RXN-9233: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00851103	0.0221761	0.0	0.0375281
RXN-9233: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0353402	0.0919444	0.0	0.086656
RXN-9233: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0461001	0.0	0.0
RXN-9233: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.11676210000000001	0.0	0.0	0.0
RXN-9233: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|unclassified	0.0503828	0.0615679	0.0	0.0
RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]	0.4289845	0.16465269999999999	0.0	0.247968
RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Alteromonas.s__Alteromonas_macleodii	0.049891	0.0	0.0	0.0
RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00850426	0.0229371	0.0	0.0625101
RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.134785	0.0452795	0.0	0.185457
RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0964361	0.0	0.0
RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0739211	0.0	0.0	0.0
RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|unclassified	0.1618824	0.0	0.0	0.0
RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]	0.5968242999999999	0.297599	0.0	0.306223
RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Alteromonas.s__Alteromonas_macleodii	0.0457555	0.07581	0.0	0.0
RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00851103	0.0221761	0.0	0.0375281
RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0353402	0.0919444	0.0	0.086656
RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0461001	0.0	0.0
RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0991327	0.0	0.0	0.0
RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|unclassified	0.4080848	0.0615679	0.0	0.182039
RXN-9238: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]	0.0127523	0.1626764	0.342513	0.0
RXN-9238: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]|unclassified	0.0127523	0.1626764	0.342513	0.0
RXN-9240: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]	0.25675169999999997	0.297599	0.0	0.124184
RXN-9240: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Alteromonas.s__Alteromonas_macleodii	0.0457555	0.07581	0.0	0.0
RXN-9240: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00851103	0.0221761	0.0	0.0375281
RXN-9240: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0353402	0.0919444	0.0	0.086656
RXN-9240: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0461001	0.0	0.0
RXN-9240: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.11676210000000001	0.0	0.0	0.0
RXN-9240: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222]|unclassified	0.0503828	0.0615679	0.0	0.0
RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]	0.4289845	0.16465269999999999	0.0	0.247968
RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Alteromonas.s__Alteromonas_macleodii	0.049891	0.0	0.0	0.0
RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00850426	0.0229371	0.0	0.0625101
RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.134785	0.0452795	0.0	0.185457
RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0964361	0.0	0.0
RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0739211	0.0	0.0	0.0
RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]|unclassified	0.1618824	0.0	0.0	0.0
RXN-9310: (expasy) 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [4.2.99.20]	0.0249616	0.0	0.0	0.0
RXN-9310: (expasy) 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [4.2.99.20]|unclassified	0.0249616	0.0	0.0	0.0
RXN-9311: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [3.1.2.28]	0.2538094	0.0	0.0	0.0
RXN-9311: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [3.1.2.28]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.0532156	0.0	0.0	0.0
RXN-9311: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [3.1.2.28]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2005938	0.0	0.0	0.0
RXN-9358: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	0.0274083	0.0	0.0	0.0
RXN-9358: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|g__Bacillus.s__Bacillus_hisashii	0.0274083	0.0	0.0	0.0
RXN-9359: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	0.0274083	0.0	0.0	0.0
RXN-9359: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|g__Bacillus.s__Bacillus_hisashii	0.0274083	0.0	0.0	0.0
RXN-9360: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	0.0274083	0.0	0.0	0.0
RXN-9360: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|g__Bacillus.s__Bacillus_hisashii	0.0274083	0.0	0.0	0.0
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	0.7801241099999999	0.3945369	0.0773645	0.247968
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Alteromonas.s__Alteromonas_macleodii	0.049891	0.0	0.0	0.0
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00850426	0.0229371	0.0	0.0625101
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.134785	0.0452795	0.0	0.185457
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0964361	0.0	0.0
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2076582	0.0	0.0	0.0
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	0.3792849099999999	0.22988419999999998	0.0773645	0.0
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	0.7801241099999999	0.3945369	0.0773645	0.247968
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Alteromonas.s__Alteromonas_macleodii	0.049891	0.0	0.0	0.0
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00850426	0.0229371	0.0	0.0625101
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.134785	0.0452795	0.0	0.185457
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0964361	0.0	0.0
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2076582	0.0	0.0	0.0
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	0.3792849099999999	0.22988419999999998	0.0773645	0.0
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	0.7801241099999999	0.3945369	0.0773645	0.247968
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Alteromonas.s__Alteromonas_macleodii	0.049891	0.0	0.0	0.0
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00850426	0.0229371	0.0	0.0625101
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.134785	0.0452795	0.0	0.185457
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0964361	0.0	0.0
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2076582	0.0	0.0	0.0
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	0.3792849099999999	0.22988419999999998	0.0773645	0.0
RXN-9365: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	0.0274083	0.0	0.0	0.0
RXN-9365: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|g__Bacillus.s__Bacillus_hisashii	0.0274083	0.0	0.0	0.0
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	0.7801241099999999	0.3945369	0.0773645	0.247968
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Alteromonas.s__Alteromonas_macleodii	0.049891	0.0	0.0	0.0
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.00850426	0.0229371	0.0	0.0625101
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.134785	0.0452795	0.0	0.185457
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0964361	0.0	0.0
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2076582	0.0	0.0	0.0
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	0.3792849099999999	0.22988419999999998	0.0773645	0.0
RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96]	0.0872674	0.0673579	0.0	0.0
RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96]|g__Alteromonas.s__Alteromonas_macleodii	0.0326213	0.0	0.0	0.0
RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96]|g__Erythrobacter.s__Erythrobacter_flavus	0.0	0.0400807	0.0	0.0
RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0272772	0.0	0.0
RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0546461	0.0	0.0	0.0
RXN-9384: (expasy) Cystathionine gamma-synthase [2.5.1.48]	0.16191134000000001	0.2450907	0.209277	0.1045328
